"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"GS^A","Goldman Sachs Group, Inc. (The)","21.87","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^a",
"GS^C","Goldman Sachs Group, Inc. (The)","23.08","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^c",
"GS^D","Goldman Sachs Group, Inc. (The)","22.96","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^d",
"GS^J","Goldman Sachs Group, Inc. (The)","26.93","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^j",
"GS^K","Goldman Sachs Group, Inc. (The)","27.4","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^k",
"GS^N","Goldman Sachs Group, Inc. (The)","26.08","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gs^n",
"GER","Goldman Sachs MLP Energy Renaissance Fund","7.12","62868225.84","n/a","1986","n/a","n/a","https://old.nasdaq.com/symbol/ger",
"GMZ","Goldman Sachs MLP Income Opportunities Fund","9.1","57899896.6","n/a","2013","n/a","n/a","https://old.nasdaq.com/symbol/gmz",
"GRC","Gorman-Rupp Company (The)","30.26","789846277.92","n/a","n/a","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/grc",
"GPX","GP Strategies Corporation","7.43","126704183.79","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/gpx",
"GGG","Graco Inc.","53.24","8875673781.48","n/a","n/a","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/ggg",
"GRAF","Graf Industrial Corp.","13.5","236916427.5","n/a","2018","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/graf",
"GRAF.U","Graf Industrial Corp.","n/a","0","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/graf.u",
"GRAF.WS","Graf Industrial Corp.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/graf.ws",
"EAF","GrafTech International Ltd.","6.07","1621774484.41","n/a","2018","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/eaf",
"GHM","Graham Corporation","13.16","131191539.92","n/a","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ghm",
"GHC","Graham Holdings Company","398.37","2086581190.89","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ghc",
"GRAM","Grana y Montero S.A.A.","2.34","408057556.14","n/a","2018","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/gram",
"GVA","Granite Construction Incorporated","16.96","792732634.56","n/a","n/a","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/gva",
"GPMT","Granite Point Mortgage Trust Inc.","6.79","374379449.15","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/gpmt",
"GRP.U","Granite Real Estate Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grp.u",
"GPK","Graphic Packaging Holding Company","13.94","3887023076.08","n/a","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/gpk",
"GTN","Gray Television, Inc.","14.34","1425084951.06","n/a","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/gtn",
"GTN.A","Gray Television, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gtn.a",
"AJX","Great Ajax Corp.","8.62","197660565.2","n/a","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ajx",
"AJXA","Great Ajax Corp.","24.1","0","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ajxa",
"GWB","Great Western Bancorp, Inc.","13","715181064","n/a","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/gwb",
"GDOT","Green Dot Corporation","50.69","2685513062.81","n/a","2010","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gdot",
"GBX","Greenbrier Companies, Inc. (The)","25.73","841395006.09","n/a","1994","Capital Goods","Railroads","https://old.nasdaq.com/symbol/gbx",
"GHL","Greenhill & Co., Inc.","11.98","225021394.24","n/a","2004","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ghl",
"GHG","GreenTree Hospitality Group Ltd.","12.93","1321173888.15","n/a","2018","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/ghg",
"GEF","Greif, Inc.","34.79","2068389804.67","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gef",
"GEF.B","Greif, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gef.b",
"GFF","Griffon Corporation","22.87","1084749965.97","n/a","n/a","Capital Goods","Building Products","https://old.nasdaq.com/symbol/gff",
"GPI","Group 1 Automotive, Inc.","84.02","1527111307.38","n/a","1997","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/gpi",
"GRUB","GrubHub Inc.","72.24","6662976936","n/a","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/grub",
"PAC","Grupo Aeroportuario Del Pacifico, S.A. de C.V.","67.09","3763749000","n/a","2006","Transportation","Aerospace","https://old.nasdaq.com/symbol/pac",
"ASR","Grupo Aeroportuario del Sureste, S.A. de C.V.","99.83","2994900000","n/a","n/a","Transportation","Aerospace","https://old.nasdaq.com/symbol/asr",
"AVAL","Grupo Aval Acciones y Valores S.A.","4.57","5091212416.49","n/a","2014","Finance","Commercial Banks","https://old.nasdaq.com/symbol/aval",
"SUPV","Grupo Supervielle S.A.","2.88","263072056.32","n/a","2016","Finance","Commercial Banks","https://old.nasdaq.com/symbol/supv",
"TV","Grupo Televisa S.A.","5.59","368873814400","n/a","1993","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/tv",
"GSAH.U","GS Acquisition Holdings Corp II","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/gsah.u",
"GSX","GSX Techedu Inc.","89.12","21277288510.88","n/a","2019","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/gsx",
"GTT","GTT Communications, Inc.","6.3","370563089.4","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/gtt",
"GSH","Guangshen Railway Company Limited","9.67","1369956055.8","n/a","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/gsh",
"GES","Guess?, Inc.","10.34","699012155.82","n/a","1996","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ges",
"GGM","Guggenheim Credit Allocation Fund","17.91","153565587.63","n/a","2013","n/a","n/a","https://old.nasdaq.com/symbol/ggm",
"GPM","Guggenheim Enhanced Equity Income Fund","5.51","266367659.88","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gpm",
"GOF","Guggenheim Strategic Opportunities Fund","17.08","698765021.08","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gof",
"GBAB","Guggenheim Taxable Municipal Managed Duration Trst","24.1","438582572.7","n/a","2010","n/a","n/a","https://old.nasdaq.com/symbol/gbab",
"GWRE","Guidewire Software, Inc.","117.66","9786953387.64","n/a","2012","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gwre",
"HRB","H&R Block, Inc.","14.5","2790891966","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/hrb",
"FUL","H. B. Fuller Company","45.34","2338044016.78","n/a","n/a","Basic Industries","Home Furnishings","https://old.nasdaq.com/symbol/ful",
"HAE","Haemonetics Corporation","87.66","4416923455.74","n/a","1991","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/hae",
"HAL","Halliburton Company","14.33","12588480846.33","n/a","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/hal",
"HBB","Hamilton Beach Brands Holding Company","15.2","207777889.6","n/a","2017","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/hbb",
"HBI","Hanesbrands Inc.","14.13","4917738930.3","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/hbi",
"HNGR","Hanger, Inc.","17.46","659863684.8","n/a","2018","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/hngr",
"HASI","Hannon Armstrong Sustainable Infrastructure Capital, Inc.","35.03","2538587458.62","n/a","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hasi",
"HOG","Harley-Davidson, Inc.","26.03","3987100218.1","n/a","n/a","Consumer Non-Durables","Motor Vehicles","https://old.nasdaq.com/symbol/hog",
"HMY","Harmony Gold Mining Company Limited","6.45","3847440641.25","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/hmy",
"HSC","Harsco Corporation","15.96","1259000594.04","n/a","n/a","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/hsc",
"HGH","Hartford Financial Services Group, Inc. (The)","28.59","0","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hgh",
"HIG","Hartford Financial Services Group, Inc. (The)","42.32","15153733195.92","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hig",
"HIG^G","Hartford Financial Services Group, Inc. (The)","28.4","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hig^g",
"HVT","Haverty Furniture Companies, Inc.","14.22","267335687.16","n/a","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/hvt",
"HVT.A","Haverty Furniture Companies, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hvt.a",
"HE","Hawaiian Electric Industries, Inc.","36.26","3957615539.92","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/he",
"HCHC","HC2 Holdings, Inc.","2.71","126151540.64","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/hchc",
"HCA","HCA Healthcare, Inc.","126.64","42756057496","n/a","2011","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/hca",
"HCI","HCI Group, Inc.","44.62","351478968.44","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hci",
"HDB","HDFC Bank Limited","46.75","85556840877.75","n/a","2001","Finance","Commercial Banks","https://old.nasdaq.com/symbol/hdb",
"HR","Healthcare Realty Trust Incorporated","29.3","3953515247.3","n/a","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hr",
"HTA","Healthcare Trust of America, Inc.","27.61","6032259995.85","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hta",
"PEAK","Healthpeak Properties, Inc.","27.29","14689395477.27","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/peak",
"HL","Hecla Mining Company","5.52","2904205352.16","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/hl",
"HL^B","Hecla Mining Company","59","0","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/hl^b",
"HEI","Heico Corporation","96.12","12952365027.48","n/a","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/hei",
"HEI.A","Heico Corporation","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hei.a",
"HLX","Helix Energy Solutions Group, Inc.","4.19","628748186.27","n/a","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/hlx",
"HP","Helmerich & Payne, Inc.","17.83","1915268217.68","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/hp",
"HLF","Herbalife Nutrition Ltd.","51.24","7059892803.6","n/a","2004","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/hlf",
"HRI","Herc Holdings Inc.","33.54","977838207.06","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/hri",
"HCXY","Hercules Capital, Inc.","25.75","0","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/hcxy",
"HCXZ","Hercules Capital, Inc.","25","0","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/hcxz",
"HTGC","Hercules Capital, Inc.","11.04","1261090301.76","n/a","2012","n/a","n/a","https://old.nasdaq.com/symbol/htgc",
"HRTG","Heritage Insurance Holdings, Inc.","11.87","334877057.24","n/a","2014","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hrtg",
"PSV","Hermitage Offshore Services Ltd.","0.7101","22247597.7432","n/a","2014","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/psv",
"HT","Hersha Hospitality Trust","4.76","184280572.56","n/a","1999","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ht",
"HT^C","Hersha Hospitality Trust","11.05","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ht^c",
"HT^D","Hersha Hospitality Trust","10.79","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ht^d",
"HT^E","Hersha Hospitality Trust","10.76","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ht^e",
"HSY","Hershey Company (The)","145.41","30248550416.31","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/hsy",
"HTZ","Hertz Global Holdings, Inc","1.45","206326459.5","n/a","2016","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/htz",
"HES","Hess Corporation","49.21","15114555895.53","n/a","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/hes",
"HESM","Hess Midstream LP","17.39","313512276.12","n/a","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/hesm",
"HPE","Hewlett Packard Enterprise Company","9.87","12680553119.85","n/a","2015","Technology","Retail: Computer Software & Peripheral Equipment","https://old.nasdaq.com/symbol/hpe",
"HXL","Hexcel Corporation","37.3","3114765743.2","n/a","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/hxl",
"HEXO","HEXO Corp.","0.675","301588831.575","n/a","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/hexo",
"PCF","High Income Securities Fund","7.83","43573996.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcf",
"HGLB","Highland Global Allocation Fund","6.35","142887274.55","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/hglb",
"HFRO","Highland Income Fund","8.1","581384960.1","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/hfro",
"HFRO^A","Highland Income Fund","24.6","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hfro^a",
"HPR","HighPoint Resources Corporation","0.3614","77724168.6312","n/a","2018","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/hpr",
"HIW","Highwoods Properties, Inc.","38.34","3983381764.92","n/a","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hiw",
"HIL","Hill International, Inc.","1.45","81176817.4","n/a","2018","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/hil",
"HI","Hillenbrand Inc","29.23","2184027191.78","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/hi",
"HRC","Hill-Rom Holdings Inc","97.22","6470525807.22","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/hrc",
"HTH","Hilltop Holdings Inc.","19.47","1756341465.78","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hth",
"HGV","Hilton Grand Vacations Inc.","20.3","1725240992.3","n/a","2016","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/hgv",
"HLT","Hilton Worldwide Holdings Inc.","75.05","20808474524.3","n/a","2016","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/hlt",
"HNI","HNI Corporation","29.7","1267461102.6","n/a","n/a","Consumer Durables","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/hni",
"HMLP","Hoegh LNG Partners LP","10.3","342848725.2","n/a","2014","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/hmlp",
"HMLP^A","Hoegh LNG Partners LP","23.61","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hmlp^a",
"HEP","Holly Energy Partners, L.P.","13.51","1424497115.51","n/a","2004","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/hep",
"HFC","HollyFrontier Corporation","27.5","4451867667.5","n/a","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/hfc",
"HD","Home Depot, Inc. (The)","265.49","285540565428.85","n/a","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/hd",
"HMC","Honda Motor Company, Ltd.","24.35","42042948289.1","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/hmc",
"HON","Honeywell International Inc.","149.37","104825351356.05","n/a","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/hon",
"HMN","Horace Mann Educators Corporation","37.58","1551747084.14","n/a","1991","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hmn",
"HZN","Horizon Global Corporation","4.11","104692525.74","n/a","2015","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/hzn",
"HTFA","Horizon Technology Finance Corporation","25.16","0","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/htfa",
"HRL","Hormel Foods Corporation","50.86","27411090226.38","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/hrl",
"HST","Host Hotels & Resorts, Inc.","10.78","7599457685.82","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hst",
"HLI","Houlihan Lokey, Inc.","54.8","3747845651.2","n/a","2015","Finance","Investment Managers","https://old.nasdaq.com/symbol/hli",
"HOV","Hovnanian Enterprises Inc","23.3","142867584.8","n/a","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/hov",
"HHC","Howard Hughes Corporation (The)","53.19","2921709360.06","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hhc",
"HWM","Howmet Aerospace Inc.","14.78","6445608444.14","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/hwm",
"HPQ","HP Inc.","17.58","25138641475.74","n/a","n/a","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/hpq",
"HPX.U","HPX Corp.","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/hpx.u",
"HSBC","HSBC Holdings plc","22.65","92258307269.85","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/hsbc",
"HSBC^A","HSBC Holdings plc","25.96","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hsbc^a",
"HMI","Huami Corporation","13.58","841274861.84","n/a","2018","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/hmi",
"HNP","Huaneng Power International, Inc.","16.94","6648142521.02","n/a","1994","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/hnp",
"HUBB","Hubbell Inc","134.97","7315518822.81","n/a","2015","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/hubb",
"HUBS","HubSpot, Inc.","234.61","10235360500.08","n/a","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/hubs",
"HBM","Hudbay Minerals Inc.","3.16","825619997.16","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/hbm",
"HUD","Hudson Ltd.","4.38","404878501.32","n/a","2018","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/hud",
"HPP","Hudson Pacific Properties, Inc.","23.57","3613184480.85","n/a","2010","Finance","Real Estate","https://old.nasdaq.com/symbol/hpp",
"HUM","Humana Inc.","392.45","51884271779.05","n/a","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/hum",
"HCFT","Hunt Companies Finance Trust, Inc.","2.21","55114931.43","n/a","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hcft",
"HII","Huntington Ingalls Industries, Inc.","173.71","7030782314.92","n/a","n/a","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/hii",
"HUN","Huntsman Corporation","18.5","4081570140.5","n/a","2005","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/hun",
"HUYA","HUYA Inc.","24.32","5338060883.2","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/huya",
"H","Hyatt Hotels Corporation","48","4851399648","n/a","2009","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/h",
"HY","Hyster-Yale Materials Handling, Inc.","37.31","626373301.19","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/hy",
"IAA","IAA, Inc.","43.35","5806671506.55","n/a","2019","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/iaa",
"IAG","Iamgold Corporation","4.98","2345595931.02","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/iag",
"IBN","ICICI Bank Limited","9.39","30386448652.8","n/a","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ibn",
"ICL","ICL Group Ltd.","3.1","3969708555.7","n/a","2014","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/icl",
"IDA","IDACORP, Inc.","93.25","4704829532","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ida",
"IEX","IDEX Corporation","164.82","12445625776.2","n/a","1989","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/iex",
"IDT","IDT Corporation","6.51","172835051.13","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/idt",
"INFO","IHS Markit Ltd.","80.73","32034444739.83","n/a","1996","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/info",
"ITW","Illinois Tool Works Inc.","184.99","58444270669.46","n/a","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/itw",
"IMAX","Imax Corporation","11.29","664500452.44","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/imax",
"ICD","Independence Contract Drilling, Inc.","3.35","16757081.9","n/a","2014","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/icd",
"IHC","Independence Holding Company","33.06","488810778.9","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/ihc",
"IRT","Independence Realty Trust, Inc.","11.5","1089145024.5","n/a","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/irt",
"IFN","India Fund, Inc. (The)","16.23","436661252.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ifn",
"IBA","Industrias Bachoco, S.A. de C.V.","35.87","1793500000","n/a","1997","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/iba",
"INFY","Infosys Limited","12.85","54501288300.05","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/infy",
"ING","ING Group, N.V.","6.9","26905236019.2","n/a","1997","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ing",
"IR","Ingersoll Rand Inc.","31.59","13160163329.82","n/a","2017","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ir",
"NGVT","Ingevity Corporation","58.48","2409896822.88","n/a","2016","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ngvt",
"INGR","Ingredion Incorporated","86.5","5793166403","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/ingr",
"IIPR","Innovative Industrial Properties, Inc.","104.23","2261835610.44","n/a","2016","Finance","Real Estate","https://old.nasdaq.com/symbol/iipr",
"IIPR^A","Innovative Industrial Properties, Inc.","30.475","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iipr^a",
"IPHI","Inphi Corporation","130.66","6300034134.62","n/a","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/iphi",
"INSI","Insight Select Income Fund","21.45","229730250.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/insi",
"NSP","Insperity, Inc.","66.86","2591897634.98","n/a","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/nsp",
"INSP","Inspire Medical Systems, Inc.","99.36","2650598899.2","n/a","1998","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/insp",
"IBP","Installed Building Products, Inc.","79.11","2356958563.74","n/a","2014","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/ibp",
"ITGR","Integer Holdings Corporation","65.77","2159491653.84","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/itgr",
"ICE","Intercontinental Exchange Inc.","96.78","52960127062.14","n/a","2005","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ice",
"IHG","Intercontinental Hotels Group","46.63","8517263828.56","n/a","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/ihg",
"IFS","Intercorp Financial Services Inc.","25.25","2915029301.25","n/a","2019","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ifs",
"IBM","International Business Machines Corporation","122.94","109487751279.12","n/a","n/a","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/ibm",
"IFF","International Flavors & Fragrances, Inc.","125.95","13468071923.35","n/a","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/iff",
"IFFT","International Flavors & Fragrances, Inc.","45.76","0","n/a","2018","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ifft",
"IGT","International Game Technology","9.86","2015732383.38","n/a","2015","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/igt",
"IP","International Paper Company","34.79","13673906583.47","n/a","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/ip",
"INSW","International Seaways, Inc.","17.27","498131752.47","n/a","2016","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/insw",
"INSW^A","International Seaways, Inc.","25.3","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/insw^a",
"IPV","InterPrivate Acquisition Corp.","9.94","308691670","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ipv",
"IPV.U","InterPrivate Acquisition Corp.","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ipv.u",
"IPV.WS","InterPrivate Acquisition Corp.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ipv.ws",
"IPG","Interpublic Group of Companies, Inc. (The)","18.05","7032531364.3","n/a","n/a","Technology","Advertising","https://old.nasdaq.com/symbol/ipg",
"IPI","Intrepid Potash, Inc","0.9061","120467678.5338","n/a","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/ipi",
"IVC","Invacare Corporation","7.04","242313082.88","n/a","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ivc",
"VBF","Invesco Bond Fund","21.24","241852063.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vbf",
"VCV","Invesco California Value Municipal Income Trust","12.39","593051500.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vcv",
"VTA","Invesco Credit Opportunities Fund","8.94","563042460.54","n/a","2007","n/a","n/a","https://old.nasdaq.com/symbol/vta",
"IHIT","Invesco High Income 2023 Target Term Fund","7.96","191285359.04","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/ihit",
"IHTA","Invesco High Income 2024 Target Term Fund","7.49","65748583.18","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/ihta",
